year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2018,December 21st,Hugo Paco Luis y tres chicas de rosa,,100.00,n/a,100.00,,,,,,95,,Contemporary Fiction,https://www.the-numbers.com/movie/Hugo-Paco-Luis-y-tres-chicas-de-rosa-(Puerto-Rico)-(2014)
2018,December 21st,Kurtlar ve Ãƒâ€¡akallar,Drama,11593.00,n/a,11593.00,,,,,,119,,Historical Fiction,https://www.the-numbers.com/movie/Kurtlar-ve-Cakallar-(Turkey)-(2018)
2018,December 21st,Fabeltjeskrant: De Grote Dierenbos-Spelen.,Adventure,728944.00,n/a,728944.00,,,,,,83,,Kids Fiction,https://www.the-numbers.com/movie/Fabeltjeskrant-De-Grote-Dierenbos-Spelen-(Netherlands)(2018)
2018,December 21st,The Connection,Drama,3739582.00,n/a,3739582.00,,,,,,120,,,https://www.the-numbers.com/movie/Connection-The-(China)-(2018)
2018,December 21st,Delaware Shore,Drama,,n/a,,,,,,,102,Holocaust,Historical Fiction,https://www.the-numbers.com/movie/Delaware-Shore-(2018)
2018,December 21st,Dantza,Musical,262301.00,n/a,262301.00,,,,,,98,,Contemporary Fiction,https://www.the-numbers.com/movie/Dantza-(Spain)-(2018)
2018,December 21st,D.P.A. Detetives Do PrÃƒÂ©dio Azul 2 - O Filme,Adventure,4432618.00,n/a,4432618.00,,,,,,,,,https://www.the-numbers.com/movie/D-P-A-Detetives-Do-Predio-Azul-2-O-Filme-(Brazil)-(2018)
2018,December 21st,Between Worlds,Thriller/Suspense,,n/a,,,,,,,90,Supernatural,Contemporary Fiction,https://www.the-numbers.com/movie/Between-Worlds-(Spain)-(2018)
2018,December 21st,Antariksham 9000 kmph,Adventure,39040.00,n/a,39040.00,,,,,,140,,Science Fiction,https://www.the-numbers.com/movie/Antariksham-9000-kmph-(India)-(2018)
2018,December 21st,Blue Amber,Drama,25049.00,n/a,25049.00,,,,,,97,,,https://www.the-numbers.com/movie/Blue-Amber-(China)-(2018)
2018,December 21st,AÃƒÂ¯lo: Une odyssÃƒÂ©e en Laponie,Documentary,1991200.00,n/a,1991200.00,,,,,,80,,Factual,https://www.the-numbers.com/movie/Ailo-Une-odyssee-en-Laponie-(France)-(2018)
2018,December 21st,Adanga Maru,Action,30612.00,n/a,30612.00,,,,,,145,,Contemporary Fiction,https://www.the-numbers.com/movie/Adanga-Maru-(India)-(2018)
2018,December 20th,Tri bogatyrya i Naslednitsa prestola,Adventure,9343851.00,n/a,9343851.00,,,,,,90,,,https://www.the-numbers.com/movie/Tri-bogatyrya-i-Naslednitsa-prestola-(Russia)-(2018)
2018,December 21st,Bolshoi Ballet: The Nutcracker,Concert/Performance,354373.00,n/a,354373.00,,,,,,,Ballet,Fantasy,https://www.the-numbers.com/movie/Bolshoi-Ballet-The-Nutcracker-(2018)
2018,December 25th,Holmes & Watson,Comedy,11357862.00,30568743.00,41926605.00,42000000.00,,7411522.00,2776,2.50,90,1890s,Historical Fiction,https://www.the-numbers.com/movie/Holmes-and-Watson-(2018)
2017,December 29th,Zanjas,Thriller/Suspense,570.00,n/a,570.00,,,,,,77,,,https://www.the-numbers.com/movie/Zanjas-(Argentina)-(2017)
2018,December 20th,ItÃ¢â‚¬â„¢s March 3Rd Again,Drama,1160000.00,n/a,1160000.00,,,,,,120,,Contemporary Fiction,https://www.the-numbers.com/movie/Its-March-3Rd-Again-(China)(2018)
2017,February 14th,The Wedding Party 2: Destination Dubai,Comedy,61975.00,11140.00,73115.00,,,4905.00,2,2.00,98,Wedding Day,Contemporary Fiction,https://www.the-numbers.com/movie/Wedding-Party-2-The-Destination-Dubai-(Nigeria)
2017,December 29th,Sin Filtro,Comedy,174.00,n/a,174.00,,,,,,100,,,https://www.the-numbers.com/movie/Sin-Filtro-(Chile)
2017,January 5th,Yao Ling Ling,Comedy,57442237.00,186135.00,57628372.00,,,79180.00,24,1.60,89,Internet,Contemporary Fiction,https://www.the-numbers.com/movie/Yao-Ling-Ling-(China)-(2017)
2018,December 20th,Politseyskiy s Rublyovki. Novogodniy bespredel,Comedy,27061365.00,n/a,27061365.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Politseyskiy-s-Rublyovki-Novogodniy-bespredel-(Russia)-(2018)
2017,December 29th,ParayÃ„Â± Bulduk,Comedy,16590.00,n/a,16590.00,,,,,,88,,Contemporary Fiction,https://www.the-numbers.com/movie/Parayi-Bulduk-(Turkey)
2017,December 29th,Napoli Velata,Drama,7197082.00,n/a,7197082.00,,,,,,113,,Contemporary Fiction,https://www.the-numbers.com/movie/Napoli-Velata-(Italy)
2017,December 29th,KlasÃ„â€”s susitikimas: berniukai sugrÃ„Â¯Ã…Â¾ta!,Comedy,1636978.00,n/a,1636978.00,,,,,,96,,Contemporary Fiction,https://www.the-numbers.com/movie/Klases-susitikimas-berniukai-sugrizta-(Lithuania)
2017,December 29th,Kalavaadiya Pozhuthugal,Drama,5317.00,n/a,5317.00,,,,,,154,,Contemporary Fiction,https://www.the-numbers.com/movie/Kalavaadiya-Pozhuthugal-(India)
2017,December 29th,Momo,Comedy,5181844.00,n/a,5181844.00,,,,,,85,,,https://www.the-numbers.com/movie/Momo-(France)
2017,December 29th,Gulu Mermaid 2,Adventure,1653264.00,n/a,1653264.00,,,,,,92,,Kids Fiction,https://www.the-numbers.com/movie/Gulu-Mermaid-2-(China)
2017,December 29th,Gandarrappido!: The Revenger Squad,Comedy,21271.00,n/a,21271.00,,,,,,111,,Super Hero,https://www.the-numbers.com/movie/Gandarrappido-The-Revenger-Squad-(Philippines)
2017,December 29th,"Fala SÃƒÂ©rio, MÃƒÂ£e!",Comedy,11616161.00,n/a,11616161.00,,,,,,79,,,https://www.the-numbers.com/movie/Fala-Serio-Mae-(Brazil)
2017,December 29th,L'ÃƒÂ©change des princesses,Drama,3078723.00,n/a,3078723.00,,,,,,100,,Historical Fiction,https://www.the-numbers.com/movie/echange-des-princesses-L-(France)
2017,December 29th,Okka Kshanam,Thriller/Suspense,1516.00,n/a,1516.00,,,,,,150,,Contemporary Fiction,https://www.the-numbers.com/movie/Okka-Kshanam-(India)
2017,December 29th,Forget About Nick,Romantic Comedy,41963.00,n/a,41963.00,,,,,,110,,Contemporary Fiction,https://www.the-numbers.com/movie/Forget-About-Nick-(Germany)
2017,December 29th,Come Un Gatto in Tangenziale,Comedy,11282642.00,n/a,11282642.00,,,,,,98,,Contemporary Fiction,https://www.the-numbers.com/movie/Come-Un-Gatto-in-Tangenziale-(Italy)-(2017)
2018,December 21st,Seuwingkizeu,Drama,10681258.00,222001.00,10903259.00,,,43952.00,15,2.80,133,Korean War,Historical Fiction,https://www.the-numbers.com/movie/Seuwingkizeu-(South-Korea)-(2018)
2018,December 20th,Capri-Revolution,Drama,828363.00,n/a,828363.00,,,,,,122,,Historical Fiction,https://www.the-numbers.com/movie/Capri-Revolution-(Italy)-(2018)
2018,December 19th,Maya,Drama,130997.00,n/a,130997.00,,,,,,107,,Contemporary Fiction,https://www.the-numbers.com/movie/Maya-(France)(2018)
2018,December 19th,Mayakwang,Action,14446477.00,n/a,14446477.00,,,,,,139,,Historical Fiction,https://www.the-numbers.com/movie/Mayakwang-(South-Korea)-(2018)
2018,December 19th,Nachtwacht: De Poort der Zielen,,198335.00,n/a,198335.00,,,,,,88,,Contemporary Fiction,https://www.the-numbers.com/movie/Nachtwacht-De-Poort-der-Zielen-(Belgium)-(2018)
2018,December 19th,L'Empereur de Paris,Adventure,8628811.00,n/a,8628811.00,,,,,,110,,Historical Fiction,https://www.the-numbers.com/movie/Empereur-de-Paris-L-(France)-(2018)
2018,December 19th,Le gendre de ma vie,Comedy,3623355.00,n/a,3623355.00,,,,,,100,,Contemporary Fiction,https://www.the-numbers.com/movie/gendre-de-ma-vie-Le-(France)-(2018)
2018,December 19th,Amici come Prima,Comedy,9367230.00,n/a,9367230.00,,,,,,85,,Contemporary Fiction,https://www.the-numbers.com/movie/Amici-come-Prima-(Italy)-(2018)
2018,December 18th,Zhong Guo He Huo Ren 2,Drama,3004460.00,n/a,3004460.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Zhong-Guo-He-Huo-Ren-2-(China)(2018)
2018,December 19th,Mary Poppins Returns,Musical,176942594.00,171958438.00,348901032.00,130000000.00,,23523121.00,4090,6.00,130,1930s,Kids Fiction,https://www.the-numbers.com/movie/Mary-Poppins-Returns-(2018)
2018,December 16th,A Christmas Carol,Adventure,,n/a,,,,,,,,,Fantasy,https://www.the-numbers.com/movie/Christmas-Carol-A-(2018)
2018,December 14th,The Wedding,Drama,2513.00,n/a,2513.00,,,,,,75,Set in Egypt,Contemporary Fiction,https://www.the-numbers.com/movie/Wedding-The-(Egypt)-(2018)
2018,December 14th,Yo-kai Watch Movie 5: Forever Friends,Adventure,10441722.00,n/a,10441722.00,,,,,,100,,Fantasy,https://www.the-numbers.com/movie/Yo-kai-Watch-Movie-5-Forever-Friends-(Japan)-(2018)
2018,December 14th,Volver a Boedo,Documentary,16032.00,n/a,16032.00,,,,,,88,,Factual,https://www.the-numbers.com/movie/Volver-a-Boedo-(Documentary)-(Argentina)-(2018)
2018,December 14th,Yuli,Drama,4326104.00,n/a,4326104.00,,,,,,115,Ballet,Dramatization,https://www.the-numbers.com/movie/Yuli-(Spain)-(2018)
2018,December 14th,Turtle Odyssey 3d,Documentary,141256.00,n/a,141256.00,,,,,,45,IMAX: DMR,Factual,https://www.the-numbers.com/movie/Turtle-Odyssey-(Oz)(2018)
2018,December 14th,Three Words to Forever,,17076.00,n/a,17076.00,,,,,,106,,Contemporary Fiction,https://www.the-numbers.com/movie/Three-Words-to-Forever-(Philippines)-(2018)
2018,December 14th,Trote,Drama,6538.00,n/a,6538.00,,,,,,83,,Contemporary Fiction,https://www.the-numbers.com/movie/Trote-(Spain)(2018)
2018,December 14th,That Way Madness Lies,Documentary,,1447.00,,650000.00,,579.00,2,1.00,101,Mental Illness,Factual,https://www.the-numbers.com/movie/That-Way-Madness-Lies-(2018)-(Documentary)
2018,December 14th,La vida que te agenciaste,Documentary,63.00,n/a,63.00,,,,,,85,,Factual,https://www.the-numbers.com/movie/vida-que-te-agenciaste-La-(Argentina)-(2018)
2018,December 14th,There Will Be Ample Time,Comedy,9135.00,n/a,9135.00,,,,,,87,,,https://www.the-numbers.com/movie/There-Will-Be-Ample-Time-(China)-(2018)
2018,December 14th,Stolen Fairytales,Comedy,5197.00,n/a,5197.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Stolen-Fariytales-(China)-(2018)
2017,December 29th,Ãƒâ€¡at Kapi Ask,Romantic Comedy,36969.00,n/a,36969.00,,,,,,92,,Contemporary Fiction,https://www.the-numbers.com/movie/Cat-Kapi-Ask-(Turkey)-(2017)
2018,December 14th,Skjelvet,Thriller/Suspense,4046173.00,6235.00,4052408.00,,,3256.00,7,1.30,105,Set in Norway,Contemporary Fiction,https://www.the-numbers.com/movie/Skjelvet-(Norway)-(2018)
2017,February 9th,CaffÃƒÂ¨,Drama,157683.00,n/a,157683.00,,,,,,110,Set in Italy,Contemporary Fiction,https://www.the-numbers.com/movie/Caffe-(Italy)
2018,December 14th,Seethakaathi,Drama,10103.00,n/a,10103.00,,,,,,173,,,https://www.the-numbers.com/movie/Seethakaathi-(India)-(2018)
2017,December 29th,Balloon,Horror,2186353.00,n/a,2186353.00,,,,,,146,,Contemporary Fiction,https://www.the-numbers.com/movie/Balloon-(India)
2017,December 29th,Barkley,Adventure,1926435.00,n/a,1926435.00,,,,,,88,,Kids Fiction,https://www.the-numbers.com/movie/Barkley-(Taiwan)
2017,February 9th,Basmati Blues,Musical,15651.00,n/a,15651.00,,,,,,94,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Basmati-Blues
2017,December 29th,ASYA,Drama,2.00,n/a,2.00,,,,,,,,,https://www.the-numbers.com/movie/ASYA-(France)
2017,December 29th,Anons,Drama,24879.00,n/a,24879.00,,,,,,94,,Contemporary Fiction,https://www.the-numbers.com/movie/Anons-(Turkey)-(2017)
2017,December 29th,Aruvi,Drama,863.00,n/a,863.00,,,,,,130,,Contemporary Fiction,https://www.the-numbers.com/movie/Aruvi-(India)
2017,December 28th,Dvizhenie Vverkh,Drama,61925449.00,n/a,61925449.00,7800000.00,,,,,133,,Contemporary Fiction,https://www.the-numbers.com/movie/Dvizhenie-Vverkh-(Russia)
2017,January 5th,Er Dai Yao Jing,Romantic Comedy,46154324.00,n/a,46154324.00,,,,,,90,Demons,Fantasy,https://www.the-numbers.com/movie/Er-Dai-Yao-Jing-(China)
2017,December 18th,1987: When the Day Comes,Drama,51775357.00,n/a,51775357.00,,,,,,129,,Dramatization,https://www.the-numbers.com/movie/1987-When-the-Day-Comes-(South-Korea)
2017,December 29th,Qian Ren 3: Yan Zhi Da Zuo Zhan,Comedy,306710033.00,837791.00,307547824.00,,,180920.00,21,3.70,120,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Qian-Ren-3-Yan-Zhi-Da-Zuo-Zhan-(China)
2017,December 23rd,Revenge Girl,Drama,1302754.00,n/a,1302754.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Revenge-Girl-(Japan)
2017,December 25th,Phantom Thread,Drama,26613994.00,21198205.00,47812199.00,35000000.00,,216495.00,4,4.90,130,1950s,Historical Fiction,https://www.the-numbers.com/movie/Phantom-Thread
2017,December 29th,Berliner Philharmoniker: New Year's Eve Concert,Concert/Performance,83045.00,n/a,83045.00,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Berliner-Philharmoniker-New-Year-s-Eve-Concert-(2017)
2017,December 22nd,Yao Mao Zhuan,Drama,97033612.00,n/a,97033612.00,,,,,,119,,Fantasy,https://www.the-numbers.com/movie/Yao-Mao-Zhuan-(China)-(2017)
2017,December 25th,All the Money in the World,Thriller/Suspense,31784324.00,25106325.00,56890649.00,50000000.00,,5584684.00,2074,3.10,132,Kidnap,Dramatization,https://www.the-numbers.com/movie/All-the-Money-in-the-World
2017,December 22nd,Tri Bogatyrya i Printsessa Egipta,Adventure,14184772.00,n/a,14184772.00,,,,,,75,,Kids Fiction,https://www.the-numbers.com/movie/Tri-bogatyrya-i-printsessa-Egipta-(Russia)
2017,December 22nd,Tout lÃƒÂ -haut,Adventure,2354121.00,n/a,2354121.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Tout-la-haut-(France)
2017,December 22nd,Tiger Zinda Hai,Action,70959455.00,5560921.00,76520376.00,,,1787108.00,299,2.50,145,Inspired by a True Story,Contemporary Fiction,https://www.the-numbers.com/movie/Tiger-Zinda-Hai-(India)
2017,December 22nd,Velaikkaran,Thriller/Suspense,9886215.00,n/a,9886215.00,,,,,,160,,Contemporary Fiction,https://www.the-numbers.com/movie/Velaikkaran-(India)
2018,December 14th,The Second Time Around,Romantic Comedy,,3837.00,,,,1600.00,1,1.00,107,Autumn Years,Contemporary Fiction,https://www.the-numbers.com/movie/Second-Time-Around-The-(Canada)
2018,December 14th,Paris Opera Ballet: Tribute To Jerome Robbins,Concert/Performance,5259.00,n/a,5259.00,,,,,,140,Ballet,,https://www.the-numbers.com/movie/Paris-Opera-Ballet-Tribute-To-Jerome-Robbins-(France)(2018)
2018,December 14th,Painted Skin: The Double Mask,Thriller/Suspense,468683.00,n/a,468683.00,,,,,,82,,,https://www.the-numbers.com/movie/Painted-Skin-The-Double-Mask-(China)-(2018)
2018,December 14th,Mochila de plomo,Drama,4955.00,n/a,4955.00,,,,,,65,,Contemporary Fiction,https://www.the-numbers.com/movie/Mochila-de-plomo-(Argentina)-(2018)
2017,December 22nd,Yolki novye,Comedy,15738222.00,n/a,15738222.00,,,,,,85,,Contemporary Fiction,https://www.the-numbers.com/movie/Yolki-novye-(Russia)-(2017)
2018,December 14th,The Mule,Drama,69649587.00,103804407.00,173453994.00,50000000.00,,17509431.00,2588,6.30,116,Crime,Dramatization,https://www.the-numbers.com/movie/Mule-The-(2018)
2018,December 14th,Odiyan,Action,79385.00,n/a,79385.00,,,,,,167,,Fantasy,https://www.the-numbers.com/movie/Odiyan-(India)-(2018)
2018,December 14th,Miamor perdido,Comedy,1562666.00,n/a,1562666.00,,,,,,103,,Contemporary Fiction,https://www.the-numbers.com/movie/Miamor-perdido-(Spain)-(2018)
2018,December 14th,Met Opera: La Traviata,Concert/Performance,410916.00,n/a,410916.00,,,,,,212,Opera,Historical Fiction,https://www.the-numbers.com/movie/Met-Opera-La-Traviata-(2018)
2018,December 14th,Ming wang xing shi ke,Drama,83081.00,n/a,83081.00,,,,,,150,,Contemporary Fiction,https://www.the-numbers.com/movie/Ming-wang-xing-shi-ke-(China)-(2018)
2018,December 14th,The Man Who Stole Banksy,Documentary,89674.00,n/a,89674.00,,,,,,93,,Factual,https://www.the-numbers.com/movie/Man-Who-Stole-Banksy-The-(Italy)-(2018)
2018,December 14th,Keepers of the Flame,Documentary,1361.00,n/a,1361.00,,,,,,85,,Factual,https://www.the-numbers.com/movie/Keepers-of-the-Flame-(Ireland)-(2018)
2018,December 14th,Journal 64,Thriller/Suspense,226791.00,n/a,226791.00,,,,,,119,,Contemporary Fiction,https://www.the-numbers.com/movie/Journal-64-(Denmark)-(2018)
2018,December 14th,Jesucristo Superstar. Un hito en la historia del musical espaÃƒÂ±ol,Documentary,10.00,n/a,10.00,,,,,,60,,Factual,https://www.the-numbers.com/movie/Jesucristo-Superstar-Un-hito-en-la-historia-del-musical-espanol-(Spain)(2018)
2018,December 14th,Johnny,Drama,248.00,n/a,248.00,,,,,,120,,Contemporary Fiction,https://www.the-numbers.com/movie/Johnny-(India)(2018)
2018,December 14th,Holding Hands,,5356.00,n/a,5356.00,,,,,,100,,,https://www.the-numbers.com/movie/Holding-Hands-(China)-(2018)
2018,December 14th,Haru Matsu Bokura,,1302229.00,n/a,1302229.00,,,,,,109,,,https://www.the-numbers.com/movie/Haru-Matsu-Bokura-(Japan)-(2018)
2018,December 14th,Impulso,Documentary,2580.00,n/a,2580.00,,,,,,85,,Factual,https://www.the-numbers.com/movie/Impulso-(France)-(2018)
2018,December 14th,eoleuni doimyeon,Documentary,27150.00,n/a,27150.00,,,,,,98,,Factual,https://www.the-numbers.com/movie/eoleuni-doimyeon-(South-Korea)-(2018)
2018,December 14th,If Beale Street Could Talk,Drama,6482598.00,14915773.00,21398371.00,12000000.00,,224476.00,4,4.30,119,1970s,Historical Fiction,https://www.the-numbers.com/movie/If-Beale-Street-Could-Talk-(2018)
2018,December 14th,Den' Pobedy,Documentary,2324.00,n/a,2324.00,,,,,,94,,Factual,https://www.the-numbers.com/movie/Den-Pobedy-(Germany)-(2018)
2018,January 16th,Dragon Ball Super: Broly,Action,92371000.00,30376755.00,122747755.00,8500000.00,,9816197.00,1247,2.40,100,Anime,Fantasy,https://www.the-numbers.com/movie/Dragon-Ball-Super-Broly-(Japan)-(2018)
2018,December 14th,The First Time,Drama,62950.00,n/a,62950.00,,,,,,90,,,https://www.the-numbers.com/movie/First-Time-The-(China)-(2018)
2018,December 14th,Conversazioni Atomiche,Documentary,2116.00,n/a,2116.00,,,,,,84,,Factual,https://www.the-numbers.com/movie/Conversazioni-Atomiche-(Italy)-(2018)
2018,March 8th,Da xiang xi di er zuo,Drama,14702.00,n/a,14702.00,,,,,,230,Set in China,Contemporary Fiction,https://www.the-numbers.com/movie/Da-xiang-xi-di-er-zuo-(China)-(2018)
2017,December 22nd,Spindl,Comedy,2277204.00,n/a,2277204.00,,,,,,98,,Contemporary Fiction,https://www.the-numbers.com/movie/Spindl-(CZ)
2017,December 22nd,Sakka Podu Podu Raja,Comedy,1944.00,n/a,1944.00,,,,,,129,,Contemporary Fiction,https://www.the-numbers.com/movie/Sakka-Podu-Podu-Raja-(India)
2017,December 22nd,Romans,Drama,2741.00,n/a,2741.00,,,,,,91,,Contemporary Fiction,https://www.the-numbers.com/movie/Romans-(UK)
2018,December 14th,Chun Tian De Ma La Song,Drama,1371255.00,n/a,1371255.00,,,,,,90,,,https://www.the-numbers.com/movie/Chun-Tian-De-Ma-La-Song-(China)-(2018)
2017,December 22nd,Rangreza,Musical,56979.00,n/a,56979.00,,,,,,145,,Contemporary Fiction,https://www.the-numbers.com/movie/Rangreza-(Pakistan)
2017,December 22nd,Seven Fright Nights,,94532.00,n/a,94532.00,,,,,,,,,https://www.the-numbers.com/movie/Seven-Fright-Nights-(2017)
2017,December 22nd,La promesse de l'aube,Documentary,9181824.00,n/a,9181824.00,,,,,,131,,Dramatization,https://www.the-numbers.com/movie/promesse-de-l-aube-La-(France)
2017,December 22nd,Muumien joulu,Adventure,515414.00,n/a,515414.00,,,,,,82,,Kids Fiction,https://www.the-numbers.com/movie/Muumien-joulu-(Finland)
2017,December 22nd,The Post,Drama,97865999.00,81903458.00,179769457.00,50000000.00,,526011.00,9,5.60,115,Newspaper Industry,Dramatization,https://www.the-numbers.com/movie/Post-The
2017,December 22nd,QuizÃƒÂ¡s hoy,,282.00,n/a,282.00,,,,,,77,,Contemporary Fiction,https://www.the-numbers.com/movie/Quizas-hoy-(Argentina)-(2016)
2017,December 22nd,Mult v Kino: Vypusk No. 65,Adventure,56677.00,n/a,56677.00,,,,,,45,,Kids Fiction,https://www.the-numbers.com/movie/Mult-v-Kino-Vypusk-no-65-(Russia)
2017,December 22nd,Miseinen dakedo kodomo janai,Comedy,5146046.00,n/a,5146046.00,,,,,,,,,https://www.the-numbers.com/movie/Miseinen-dakedo-kodomo-janai-(Japan)
2017,December 25th,MollyÃ¢â‚¬â„¢s Game,Drama,24515680.00,28780744.00,53296424.00,30000000.00,,2349967.00,271,4.10,140,Skiing,Dramatization,https://www.the-numbers.com/movie/Mollys-Game
2017,December 22nd,Lesa Humanitat,Documentary,2216.00,n/a,2216.00,,,,,,109,,Factual,https://www.the-numbers.com/movie/Lesa-Humanitat-(Spain)
2017,December 22nd,MartÃ„Â±larÃ„Â±n Efendisi,Drama,199953.00,n/a,199953.00,,,,,,120,,Contemporary Fiction,https://www.the-numbers.com/movie/Martilarin-Efendisi-(Turkey)
2017,December 22nd,Hotel Infierno,Horror,3784.00,n/a,3784.00,,,,,,84,,,https://www.the-numbers.com/movie/Hotel-Infierno-(Argentina)
2017,December 22nd,Huisvrouwen Bestaan Niet,Comedy,3239032.00,n/a,3239032.00,,,,,,103,,Contemporary Fiction,https://www.the-numbers.com/movie/Huisvrouwen-bestaan-niet-(Netherlands)
2017,December 22nd,Jing hun qi you,Horror,114402.00,n/a,114402.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Jing-hun-qi-you-(China)
